1012.015263	-563.392132	-385.248285	-80.713435	-236.930936	184.659267	-84.177007	36.171155	74.176430	72.113363	-23.571235	-22.296337	58.977877	-30.256398	-8.183934	40.955553	1.000000	
639.857956	261.101567	196.493954	-254.820996	-95.836692	-92.189046	-104.199700	32.645688	-119.830049	15.008895	-14.575404	-4.041872	-74.934505	-47.308882	19.779306	21.204547	1.000000	
1063.065408	261.965708	-365.186279	-169.442558	3.307063	-127.652210	212.817357	-108.101437	-30.185673	-7.113600	-24.404329	-12.008683	-20.094088	-76.313764	-8.786128	-43.501427	0.000000	
-458.614276	394.606131	371.258283	-225.303545	-197.719168	51.013328	-74.447603	-80.851115	44.510239	47.297722	129.684090	106.745792	15.460017	-22.530584	-39.805673	-52.217194	1.000000	
938.401019	-466.512665	-121.701949	-208.734501	308.600484	64.694536	-150.846195	168.237554	-61.626092	-59.769287	41.751231	-75.676514	-8.109613	1.817176	40.584452	-41.720928	1.000000	
-1601.693322	858.537507	-584.801788	49.337169	176.729562	108.894354	46.667516	79.341010	-11.927058	134.208767	-3.492105	-6.838795	16.498084	29.368170	27.918952	10.712810	0.000000	
-261.039903	824.399495	-373.850152	260.758872	-55.358502	-235.793110	77.701693	97.771166	2.021962	134.525176	99.661978	-136.667411	-37.369854	0.333387	-12.810768	42.065128	0.000000	
640.745530	232.122645	-144.476831	-60.075475	243.635012	33.831282	109.879705	-55.269189	-41.223747	-36.308006	-26.701897	23.101039	-65.917688	-51.243725	5.352362	60.774771	1.000000	
687.893429	-112.070823	90.828256	39.784018	11.135983	65.741778	-19.430577	151.829199	-11.110266	3.042735	57.838490	-24.904352	-0.498873	-8.864293	35.020511	52.720203	1.000000	
1015.617590	-31.041944	-356.006587	368.136676	-3.242184	304.615774	-112.386655	-143.187671	-164.581821	-20.399227	-61.695277	3.104467	-64.370470	-9.252200	-9.663924	-51.617073	1.000000	
-91.741846	-56.377194	787.761548	232.406328	19.385781	239.602381	30.404606	167.539910	180.642397	-61.828289	-183.381920	-67.933637	-75.515793	3.870988	1.593980	-15.122716	0.000000	
160.703946	-259.453928	162.598746	-192.979563	118.549898	-65.497269	-321.048800	53.690939	-52.818584	79.073003	-26.622947	-29.533245	2.703999	-11.270884	14.747250	-33.522684	1.000000	
537.955003	695.171941	92.169072	49.387373	20.343092	70.541091	-173.246683	-77.605946	-121.888715	-49.094914	100.632623	-95.883041	-6.690759	19.376141	-23.705240	-5.486639	1.000000	
1038.803571	-94.326509	-180.975660	-216.748129	-4.785828	-78.451506	-47.844352	15.283811	178.704945	19.216764	27.315912	-21.956197	29.238391	-2.737143	-56.739253	-9.310774	0.000000	
-386.564915	1268.653842	683.633386	174.196770	-224.719547	99.735768	125.188145	103.345899	-85.281933	87.487450	6.226698	3.069601	-2.890455	-113.306595	90.895551	-35.363922	1.000000	
-2229.878169	1261.665576	-91.162581	36.244664	195.475824	82.787261	-103.095788	-12.289377	30.413844	53.201594	-108.319211	60.262335	-27.456609	55.085063	-66.574991	31.564877	0.000000	
1449.246490	-429.071093	-40.091787	115.288186	40.777667	-33.771168	38.675917	22.813980	-164.165247	0.342835	-28.936247	45.226116	-14.412893	17.546608	16.755777	13.077538	0.000000	
-59.489252	203.261067	557.367071	292.636084	55.122491	-0.977891	-202.128354	-126.120636	-39.372408	-114.122018	125.607304	-50.015239	30.682880	10.744293	-21.202105	42.500220	1.000000	
811.751298	-248.321112	-50.639696	71.296386	267.545320	209.818147	-29.709410	-78.763715	32.701149	65.210570	-19.377885	-20.245716	27.510239	-25.822133	20.013644	-18.879536	1.000000	
-994.547249	-343.314510	-298.793887	133.976969	102.780286	-416.905102	68.435443	54.427274	1.959128	-60.725523	-35.191327	50.496822	20.733188	-69.538645	13.168413	33.430100	1.000000	
-97.996689	-93.327475	324.602237	454.680966	233.070358	-8.914230	99.063876	-79.085697	9.990649	6.216757	113.743267	73.018220	21.482936	25.204303	0.311363	10.479983	1.000000	
547.376301	-77.512449	571.710749	-133.530954	114.060706	-220.077341	85.839697	67.065142	-64.683314	68.964938	36.758990	19.121542	-25.214992	24.436469	1.028590	4.744916	0.000000	
-334.409836	-649.137136	-466.051463	50.718217	-125.108604	-150.777916	-47.586383	-162.685727	-13.252964	143.776863	-12.419453	-43.143674	4.217614	-40.388621	0.439885	-5.482877	1.000000	
